"Station","Site","Latitude","Longitude","Habitat","EastwardVelocity","NorthwardVelocity","Salinity","SuspendedParticulateMatter","SSTmax","SSTmean","SSTmin","SSTsd","seafloorTemp","Chla","TravelTime","ReefMinDist.m","LandMinDist.m","SummitDepth","ValleyDepth","Height","SummitAreasKm2","SummitRugosity","Topo","Complex","Reef.structure","Rocks","Rubbles","Gravel","Sand","Mud","Indeterm","Coral","Filter_feeders","Vegetation","Bare","Turbidity","HabitatDiversity","Depth"
"SM00101","Noumea",-22.16422,166.09164,"DeepSlope",-0.0284654460847378,0.0886297896504402,35.5479469299316,2.4288387298584,29.093994140625,24.4051818847656,20.9440002441406,1.78425812721252,25.1662826538086,0.322351217269897,4358.30032549816,350.523566203057,6443.57954674548,0,2828,2828,"682.8879667","8.431506244",25,0,0,0,0,0,100,0,0,0,0,0,100,"Clear",0.964962923007428,180
"SM00102","Noumea",-22.14784,166.0721,"DeepSlope",-0.0284654460847378,0.0886297896504402,35.5479469299316,2.73795628547668,29.0390014648438,24.3994445800781,20.875,1.7731271982193,25.1662826538086,0.298941016197205,4766.37930381458,527.479314497047,5524.94247728025,0,2828,2828,"682.8879667","8.431506244",0,25,0,10,20,10,60,0,0,20,15,0,65,"Clear",1.84290267901855,130
"SM00103","Noumea",-22.14645,166.06421,"DeepSlope",-0.0284654460847378,0.0886297896504402,35.5479469299316,2.73795628547668,29.0140075683594,24.4015808105469,20.8469848632812,1.76481747627258,25.1662826538086,0.298941016197205,4899.07966810219,369.195341906926,5405.97666471538,0,2828,2828,"682.8879667","8.431506244",0,25,10,10,20,10,50,0,0,15,20,15,50,"Clear",2.11911130918412,130
"SM00104","Noumea",-22.13466,166.05145,"DeepSlope",-0.0284654460847378,0.0886297896504402,35.5479469299316,2.73795628547668,29.0050048828125,24.4031066894531,20.7789916992188,1.78181004524231,25.1662826538086,0.298941016197205,5168.50647528087,479.370698071956,4681.04764239756,0,2828,2828,"682.8879667","8.431506244",0,25,0,10,25,25,40,0,0,0,10,15,75,"Clear",1.8629673869986,135
"SM00105","Noumea",-22.13184,166.03476,"DeepSlope",0.0105982460081577,0.00181597738992423,35.5448837280273,0.895667731761932,28.9360046386719,24.4109497070312,20.7269897460938,1.76658034324646,5.81318664550781,0.206661969423294,5426.97020860131,719.037256865985,5140.69973441423,0,2828,2828,"682.8879667","8.431506244",0,25,0,15,20,5,60,0,0,0,20,20,60,"Clear",1.85963319295864,128
"SM00108","Noumea",-22.08289,165.97737,"DeepSlope",-0.113871872425079,0.0494803413748741,35.5556640625,2.45835709571838,29.1380004882812,24.4438171386719,20.6990051269531,1.78062438964844,26.0341262817383,0.320922046899796,6727.62304732218,768.375402085346,5416.77721953433,0,2828,2828,"682.8879667","8.431506244",0,0,5,0,0,25,70,0,0,5,5,10,80,"Clear",1.42033680177042,130
"SM00109","Noumea",-22.06929,165.97165,"DeepSlope",-0.113871872425079,0.0494803413748741,35.5556640625,2.45835709571838,29.2160034179688,24.4557495117188,20.7219848632812,1.78120982646942,26.0341262817383,0.320922046899796,6631.0348241978,413.123338214923,4471.3528180065,0,2828,2828,"682.8879667","8.431506244",25,0,5,0,0,15,80,0,0,5,15,15,65,"Clear",1.68131890392543,120
"SM00201","PoyaNepoui",-21.45818,165.04335,"DeepSlope",-0.169844329357147,0.0366877876222134,35.5599136352539,5.30225801467896,29.18701171875,24.7633056640625,21.4739990234375,1.81960201263428,25.5250759124756,0.790578424930573,12344.9491889331,483.5780017268,7233.03711222856,0,3088,3088,"393.0866614","8.314530038",25,0,0,0,0,0,100,0,0,0,5,0,95,"Clear",1.05319192005004,120
"SM00202","PoyaNepoui",-21.4544,165.04311,"DeepSlope",-0.169844329357147,0.0366877876222134,35.5599136352539,5.30225801467896,29.2560119628906,24.7672729492188,21.4809875488281,1.82739460468292,25.5250759124756,0.790578424930573,12281.174421078,538.328981925781,6813.97637398643,0,3088,3088,"393.0866614","8.314530038",25,25,10,0,0,10,80,0,0,10,10,40,40,"Clear",1.92658218959746,105
"SM00203","PoyaNepoui",-21.44124,165.03554,"DeepSlope",-0.142433166503906,0.0400725677609444,35.5544281005859,4.43550109863281,29.3009948730469,24.7667846679688,21.4719848632812,1.8394695520401,23.9584445953369,0.429080605506897,12258.3112719289,661.015728995081,5369.65365393786,0,3088,3088,"393.0866614","8.314530038",50,0,0,0,0,0,100,0,0,0,0,20,80,"Clear",1.25508113740142,130
"SM00204","PoyaNepoui",-21.43745,165.02052,"DeepSlope",-0.142433166503906,0.0400725677609444,35.5544281005859,4.43550109863281,29.2200012207031,24.7625122070312,21.4880065917969,1.82053303718567,23.9584445953369,0.429080605506897,12496.6804475986,488.242302398895,5324.2524625165,0,3088,3088,"393.0866614","8.314530038",0,0,0,0,10,10,80,0,0,10,10,10,70,"Clear",1.4828871047127,120
"SM00205","PoyaNepoui",-21.42007,164.96371,"DeepSlope",-0.142433166503906,0.0400725677609444,35.5544281005859,2.61821532249451,29.3259887695312,24.7929382324219,21.6289978027344,1.81095635890961,23.9584445953369,0.314521223306656,12894.5349198569,511.851174471227,7034.50844911925,0,3088,3088,"393.0866614","8.314530038",50,0,0,0,0,40,60,0,0,0,15,15,70,"Clear",1.651648217279,120
"SM00206","PoyaNepoui",-21.41935,164.95448,"DeepSlope",-0.0508322343230247,-0.00314769428223372,35.4929237365723,0.60061639547348,29.3210144042969,24.8034362792969,21.6679992675781,1.80798709392548,5.00138425827026,0.173535630106926,12792.5081027596,511.734160173981,6840.83690472792,0,3088,3088,"393.0866614","8.314530038",25,0,0,0,0,40,60,0,0,0,15,5,80,"Clear",1.53646564277241,150
"SM00207","PoyaNepoui",-21.41173,164.94846,"DeepSlope",-0.0508322343230247,-0.00314769428223372,35.4929237365723,3.17109990119934,29.364013671875,24.7987670898438,21.6539916992188,1.81812834739685,5.00138425827026,0.400113523006439,12645.5065849268,581.000291670214,5987.51673239151,0,3088,3088,"393.0866614","8.314530038",25,0,0,0,0,0,100,0,0,0,10,0,90,"Clear",1.10944424451474,130
"SM00208","PoyaNepoui",-21.40146,164.93391,"DeepSlope",-0.0508322343230247,-0.00314769428223372,35.4929237365723,3.17109990119934,29.3940124511719,24.8021850585938,21.6589965820312,1.82282292842865,5.00138425827026,0.400113523006439,12640.4580350978,718.059404903332,5123.70955756779,0,3088,3088,"393.0866614","8.314530038",25,0,0,0,0,10,20,0,70,15,15,40,30,"Clear",1.89770189281034,110
"SM00209","PoyaNepoui",-21.40691,164.92453,"DeepSlope",-0.0508322343230247,-0.00314769428223372,35.4929237365723,3.17109990119934,29.3720092773438,24.8199157714844,21.6820068359375,1.81026458740234,5.00138425827026,0.400113523006439,12831.2380239236,526.991383378231,6041.01336749729,0,3088,3088,"393.0866614","8.314530038",25,25,5,15,0,10,70,0,0,10,10,20,60,"Clear",1.99482382682306,130
"SM00210","PoyaNepoui",-21.39797,164.90591,"DeepSlope",-0.0508322343230247,-0.00314769428223372,35.4929237365723,2.18907904624939,29.364013671875,24.8148803710938,21.68701171875,1.81662499904633,5.00138425827026,0.264302939176559,13079.274663068,585.265656111073,6276.62498415951,0,3088,3088,"393.0866614","8.314530038",0,0,0,0,0,0,100,0,0,0,0,0,100,"Clear",0.693147180559945,130
"SM00301","Antigonia",-23.39125,168.06618,"Summit50",-0.0226240511983633,-0.0482091568410397,35.5074768066406,0.424818068742752,28.31298828125,24.2205200195312,20.8299865722656,1.72446703910828,22.9971027374268,0.104071736335754,50098.3838303937,86035.9383423253,93546.256454011,54,1384,1330,"60.49692249","3.508081529",0,50,0,35,25,15,25,0,0,5,0,20,75,"Clear",1.86795563693443,58
"SM00302","Antigonia",-23.39883,168.05016,"Summit50",-0.0226240511983633,-0.0482091568410397,35.5074768066406,0.424818068742752,28.2799987792969,24.2106628417969,20.8259887695312,1.72051119804382,22.9971027374268,0.104071736335754,49962.7491341713,85768.2838686382,93595.9676191732,54,1384,1330,"60.49692249","3.508081529",0,50,0,60,15,10,15,0,0,0,0,20,80,"Clear",1.69743708901132,56
"SM00304","Antigonia",-23.41987,168.08372,"Summit50",-0.0226240511983633,-0.0482091568410397,35.5074768066406,0.428191542625427,28.2630004882812,24.20654296875,20.8280029296875,1.72849130630493,22.9971027374268,0.102818265557289,51034.6876301664,89657.1813742024,97145.4979942179,54,1384,1330,"60.49692249","3.508081529",0,25,0,35,15,15,35,0,0,0,0,30,70,"Clear",1.81601882730509,60
"SM00305","Antigonia",-23.40727,168.08321,"Summit50",-0.0226240511983633,-0.0482091568410397,35.5074768066406,0.424818068742752,28.2869873046875,24.2121276855469,20.8280029296875,1.72783231735229,22.9971027374268,0.104071736335754,50677.1193456415,88497.9689426086,95812.3866171979,54,1384,1330,"60.49692249","3.508081529",0,50,0,60,15,10,15,0,0,0,0,40,60,"Clear",1.76648078639975,58
"SM00306","Antigonia",-23.43795,168.08041,"Summit50",-0.0226240511983633,-0.0482091568410397,35.5074768066406,0.427470654249191,28.3469848632812,24.1970825195312,20.8269958496094,1.72832572460175,22.9971027374268,0.103641837835312,51236.9774403383,91094.8406331804,98720.9652699105,54,1384,1330,"60.49692249","3.508081529",25,0,0,10,10,0,80,0,0,0,0,25,75,"Clear",1.49890381379364,60
"SM00307","Antigonia",-23.4523,168.06821,"Summit50",-0.0226240511983633,-0.0482091568410397,35.5074768066406,0.427470654249191,28.3200073242188,24.1902160644531,20.81298828125,1.72559177875519,22.9971027374268,0.103641837835312,51288.8428041413,91704.7368462259,99388.4205739887,54,1384,1330,"60.49692249","3.508081529",25,25,0,10,20,10,60,0,0,0,0,40,60,"Clear",1.89831426103993,61
"SM00308","Antigonia",-23.4668,168.07697,"Summit50",0.0137459402903914,-0.0503984168171883,35.5098609924316,0.425443202257156,28.2070007324219,24.1860961914062,20.8139953613281,1.724982380867,4.16012668609619,0.103971563279629,51646.9772494205,93538.9056167603,101300.77657218,54,1384,1330,"60.49692249","3.508081529",25,25,0,10,20,10,60,0,0,0,0,40,60,"Clear",1.89831426103993,66
"SM00310","Antigonia",-23.45162,168.09297,"Summit50",-0.0226240511983633,-0.0482091568410397,35.5074768066406,0.428191542625427,28.2820129394531,24.1965026855469,20.8259887695312,1.72902798652649,22.9971027374268,0.102818265557289,51703.2999124272,93072.7706880908,100525.028425179,54,1384,1330,"60.49692249","3.508081529",0,50,0,60,15,10,15,0,0,0,10,40,50,"Clear",1.87461547652767,64
"SM00401","IleDesPins",-22.37249,167.40457,"Summit500",0.0223213899880648,-0.0685581937432289,35.3811798095703,0.450201809406281,29.6799926757812,24.7899475097656,21.1069946289062,1.7310699224472,5.14845418930054,0.12569135427475,24681.0302699269,12508.3737211808,15841.4701305691,470,1288,818,"8.466111651","38.98035392",0,0,0,0,0,0,0,0,100,0,15,10,75,"Clear",1.05844121124551,496
"SM00404","IleDesPins",-22.39137,167.40549,"Summit500",0.0402239002287388,-0.0713376477360725,35.4023666381836,0.45498663187027,29.614013671875,24.7693481445312,21.1050109863281,1.72960531711578,12.4215288162231,0.13203002512455,24472.5818706543,10570.9051521812,13747.9072411732,470,1288,818,"8.466111651","38.98035392",25,0,0,0,0,0,100,0,0,0,0,0,100,"Clear",0.964962923007428,485
"SM00406","IleDesPins",-22.38799,167.39948,"Summit500",0.0402239002287388,-0.0713376477360725,35.4023666381836,0.45498663187027,29.5960083007812,24.7614440917969,21.1130065917969,1.7289502620697,12.4215288162231,0.13203002512455,24347.4646008624,10740.5376281768,14160.2196101681,470,1288,818,"8.466111651","38.98035392",25,0,0,10,0,10,80,0,0,0,5,10,85,"Clear",1.47928206642982,488
"SM00407","IleDesPins",-22.37895,167.41711,"Summit500",0.0402239002287388,-0.0713376477360725,35.4023666381836,0.452167749404907,29.6749877929688,24.7908325195312,21.0929870605469,1.7314680814743,12.4215288162231,0.125700280070305,24908.0958604863,12236.8072559977,15118.9733873332,470,1288,818,"8.466111651","38.98035392",0,25,0,0,15,10,0,0,75,0,10,10,80,"Clear",1.57368288790578,506
"SM00409","IleDesPins",-22.38543,167.40834,"Summit500",0.0402239002287388,-0.0713376477360725,35.4023666381836,0.45498663187027,29.614013671875,24.7693481445312,21.1050109863281,1.72960531711578,12.4215288162231,0.13203002512455,24640.9113045988,11262.5878353188,14396.8933935659,470,1288,818,"8.466111651","38.98035392",25,0,0,0,0,0,100,0,0,0,0,0,100,"Clear",0.964962923007428,480
"SM00501","JumeauWest",-23.6639,168.00336,"Summit250",-0.0110522406175733,-0.0688608586788177,35.5249938964844,0.424476861953735,27.8789978027344,24.1018676757812,20.6950073242188,1.7161625623703,6.20285892486572,0.102080963551998,52130.8365919478,109111.234868472,116655.033724143,239,1358,1119,"11.07689858","20.81388918",0,0,0,0,0,20,0,0,80,10,10,10,70,"Clear",1.4135723866567,248
"SM00502","JumeauWest",-23.6702,168.0023,"Summit250",-0.0110522406175733,-0.0688608586788177,35.5249938964844,0.424644738435745,27.8919982910156,24.0985412597656,20.6730041503906,1.71591281890869,6.20285892486572,0.101237028837204,52200.6343183394,109705.785176846,117586.923505563,239,1358,1119,"11.07689858","20.81388918",0,50,25,0,0,10,0,0,65,45,20,0,35,"Clear",1.81711808174567,246
"SM00503","JumeauWest",-23.68393,168.00475,"Summit250",-0.0110522406175733,-0.0688608586788177,35.5249938964844,0.424644738435745,27.9010009765625,24.0950012207031,20.6029968261719,1.71551275253296,6.20285892486572,0.101237028837204,52412.4895769241,111199.75088192,118522.08110121,239,1358,1119,"11.07689858","20.81388918",0,0,0,0,10,15,0,0,75,10,15,0,75,"Clear",1.42373524193107,245
"SM00505","JumeauWest",-23.67341,168.01418,"Summit250",-0.0110522406175733,-0.0688608586788177,35.5249938964844,0.424644738435745,27.8829956054688,24.1011657714844,20.6270141601562,1.71753787994385,6.20285892486572,0.101237028837204,52517.6840737275,110525.019364826,117975.217817635,239,1358,1119,"11.07689858","20.81388918",0,0,0,0,0,15,0,0,85,5,15,5,75,"Clear",1.3044531141765,264
"SM00506","JumeauWest",-23.67794397,168.012239,"Summit250",-0.0110522406175733,-0.0688608586788177,35.5249938964844,0.424644738435745,27.8729858398438,24.0976867675781,20.6090087890625,1.71716344356537,6.20285892486572,0.101237028837204,52538.5188829941,110902.125465368,118870.309781479,239,1358,1119,"11.07689858","20.81388918",0,0,0,0,0,15,0,0,85,5,20,0,75,"Clear",1.24821959971462,253
"SM00507","JumeauWest",-23.69304,168.01192,"Summit250",-0.0110522406175733,-0.0688608586788177,35.5249938964844,0.424644738435745,27.8800048828125,24.093994140625,20.5669860839844,1.71696472167969,6.20285892486572,0.101237028837204,52701.4166745474,112418.380884193,120300.224502382,239,1358,1119,"11.07689858","20.81388918",0,0,0,0,5,15,0,0,80,0,15,15,70,"Clear",1.40898613490236,265
"SM00509","JumeauWest",-23.68575398,168.004312,"Summit250",-0.0110522406175733,-0.0688608586788177,35.5249938964844,0.424644738435745,27.9079895019531,24.0912475585938,20.56201171875,1.7153388261795,6.20285892486572,0.101237028837204,52435.7636715725,111367.166167244,119445.835561036,239,1358,1119,"11.07689858","20.81388918",0,0,15,0,0,10,0,0,75,15,20,10,55,"Clear",1.64120343121286,248
"SM00510","JumeauWest",-23.70904,168.01141,"Summit250",-0.0323849320411682,-0.0629437938332558,35.5339851379395,0.425788760185242,27.9400024414062,24.0859680175781,20.5660095214844,1.71765649318695,4.59765005111694,0.101204819977283,52838.6949525715,114023.273034611,121909.519201773,239,1358,1119,"11.07689858","20.81388918",0,0,10,0,0,10,0,0,80,10,15,10,65,"Clear",1.52521006628093,339
"SM00603","Stylaster",-23.62231798,167.716441,"Summit500",-0.0312095899134874,-0.0881404802203178,35.5389671325684,0.424386382102966,27.9939880371094,24.0288391113281,20.6650085449219,1.6897919178009,7.30050230026245,0.103214383125305,45348.0424673926,96213.6766504742,104066.298503326,434,1235,801,"97.83488173","27.62412779",25,25,0,15,0,0,0,0,85,0,15,15,70,"Clear",1.69015662170968,476
"SM00604","Stylaster",-23.59703698,167.691752,"Summit500",-0.0360320173203945,-0.0756707713007927,35.552173614502,0.425481647253036,27.9670104980469,24.0304260253906,20.7260131835938,1.68744623661041,8.21190547943115,0.103262923657894,44457.5243848433,93066.8051523474,100780.108984098,434,1235,801,"97.83488173","27.62412779",0,0,10,10,5,0,0,0,75,15,15,0,70,"Clear",1.51558400197906,491
"SM00605","Stylaster",-23.61608704,167.69093,"Summit500",-0.0360320173203945,-0.0756707713007927,35.552173614502,0.425481647253036,27.9500122070312,24.0210571289062,20.6390075683594,1.68666648864746,8.21190547943115,0.103262923657894,44641.3950699605,95108.8565925477,102867.587008316,434,1235,801,"97.83488173","27.62412779",0,0,15,0,0,0,0,0,85,15,15,0,70,"Clear",1.31390595257438,467
"SM00606","Stylaster",-23.66183333,167.6998333,"Summit500",-0.0470993928611279,-0.0722002387046814,35.5555534362793,0.423769503831863,27.885986328125,24.0079956054688,20.614990234375,1.68376231193542,8.21546459197998,0.103323616087437,45451.8771893906,99504.9867010397,108066.263017149,434,1235,801,"97.83488173","27.62412779",0,0,0,0,0,0,0,0,100,0,20,10,70,"Clear",1.09405645683161,487
"SM00607","Stylaster",-23.68641667,167.7210167,"Summit500",-0.0420802310109138,-0.0798777863383293,35.5444030761719,0.423409342765808,27.9119873046875,24.0062255859375,20.5799865722656,1.68536388874054,8.7478666305542,0.1031658872962,46264.1121471201,102962.645905235,111186.8426768,434,1235,801,"97.83488173","27.62412779",0,0,0,0,0,0,0,0,100,0,20,10,70,"Clear",1.09405645683161,444
"SM00608","Stylaster",-23.67705,167.7420333,"Summit500",-0.0420802310109138,-0.0798777863383293,35.5444030761719,0.423409342765808,27.927001953125,24.014892578125,20.6390075683594,1.68975484371185,8.7478666305542,0.1031658872962,46613.5947064546,102631.95188114,110530.399419102,434,1235,801,"97.83488173","27.62412779",0,0,0,0,0,0,0,0,100,5,20,10,65,"Clear",1.18411798102196,470
"SM00609","Stylaster",-23.64386667,167.7252167,"Summit500",-0.0420802310109138,-0.0798777863383293,35.5444030761719,0.422532439231873,27.968994140625,24.0237426757812,20.635986328125,1.68962442874908,8.7478666305542,0.103335209190845,45800.1285915091,98715.6273696072,106608.172496039,434,1235,801,"97.83488173","27.62412779",0,0,0,0,0,0,0,0,100,20,10,5,65,"Clear",1.18411798102196,454
"SM00610","Stylaster",-23.66416667,167.7202167,"Summit500",-0.0420802310109138,-0.0798777863383293,35.5444030761719,0.422532439231873,27.947998046875,24.0130615234375,20.6260070800781,1.68654155731201,8.7478666305542,0.103335209190845,45935.1697216113,100853.546079385,108740.539408707,434,1235,801,"97.83488173","27.62412779",0,0,0,0,0,0,0,0,100,15,15,0,70,"Clear",1.10255140867138,482
"SM00701","KaimonMaru",-24.70696,168.1384,"Summit250",-0.0446831323206425,-0.0300897378474474,35.6040420532227,0.423921406269073,27.93701171875,23.6118469238281,19.625,1.77425467967987,6.13952970504761,0.0979770720005035,77114.6885594093,218909.306189656,230859.512788687,236,2035,1799,"38.98150395","21.02308355",0,25,0,5,15,10,70,0,0,5,10,5,80,"Clear",1.68613277152888,246
"SM00702","KaimonMaru",-24.72153,168.11688,"Summit250",-0.0362489260733128,-0.0348264127969742,35.6080780029297,0.422879993915558,27.9649963378906,23.6109008789062,19.6650085449219,1.77315640449524,5.31857490539551,0.098143681883812,77274.4604717816,219124.228834845,231883.282392131,236,2035,1799,"38.98150395","21.02308355",0,0,0,0,15,15,0,0,70,5,0,0,95,"Clear",1.20180903034432,319
"SM00703","KaimonMaru",-24.74354,168.12854,"Summit250",-0.0349726974964142,-0.0289043076336384,35.6091728210449,0.424412190914154,27.9660034179688,23.6022033691406,19.6130065917969,1.77668011188507,7.59263277053833,0.098388560116291,78023.8144520466,221475.821147219,233493.686384036,236,2035,1799,"38.98150395","21.02308355",25,0,0,0,0,15,0,0,85,10,5,5,80,"Clear",1.46765432990172,322
"SM00704","KaimonMaru",-24.71953,168.15732,"Summit250",-0.0349726974964142,-0.0289043076336384,35.6091728210449,0.424412190914154,27.9400024414062,23.6055297851562,19.6000061035156,1.77669191360474,7.59263277053833,0.098388560116291,77604.1653670737,221264.537272546,232835.675274837,236,2035,1799,"38.98150395","21.02308355",0,0,0,0,0,10,0,0,90,0,15,10,75,"Clear",1.22098269794123,246
"SM00705","KaimonMaru",-24.72919,168.14172,"Summit250",-0.0349726974964142,-0.0289043076336384,35.6091728210449,0.424412190914154,27.9549865722656,23.6043090820312,19.6430053710938,1.77666389942169,7.59263277053833,0.098388560116291,77734.6347236681,221528.402326921,234582.724636639,236,2035,1799,"38.98150395","21.02308355",0,25,0,0,15,15,70,0,0,0,10,0,90,"Clear",1.47335911394713,238
"SM00706","KaimonMaru",-24.75870204,168.148963,"Summit250",-0.0349726974964142,-0.0289043076336384,35.6091728210449,0.425257235765457,27.9670104980469,23.5894470214844,19.5530090332031,1.77992033958435,7.59263277053833,0.0983134359121323,78585.1972118267,224265.199550987,236644.616317573,236,2035,1799,"38.98150395","21.02308355",25,25,0,0,15,15,70,0,0,5,10,0,85,"Clear",1.72834747180737,243
"SM00707","KaimonMaru",-24.772817,168.137462,"Summit250",-0.0349726974964142,-0.0289043076336384,35.6091728210449,0.425257235765457,27.9609985351562,23.5869445800781,19.5400085449219,1.77986407279968,7.59263277053833,0.0983134359121323,78840.6405532167,224917.001006449,237761.005477941,236,2035,1799,"38.98150395","21.02308355",0,0,0,0,0,15,0,0,85,0,10,5,85,"Clear",1.16359483098805,266
"SM00709","KaimonMaru",-24.77866103,168.159654,"Summit250",-0.0349726974964142,-0.0289043076336384,35.6091728210449,0.425257235765457,27.9440002441406,23.5789184570312,19.5169982910156,1.78324568271637,7.59263277053833,0.0983134359121323,79228.6929609276,226701.324631644,239051.635855365,236,2035,1799,"38.98150395","21.02308355",0,0,10,0,5,10,0,0,75,10,15,0,75,"Clear",1.47147380455318,340
"SM00800","Eponge",-24.92854496,168.360843,"Summit500",-0.0112086161971092,-0.0139124048873782,35.6198692321777,0.421287357807159,27.7789916992188,23.5047302246094,19.5580139160156,1.79361701011658,3.17073965072632,0.0979849025607109,85105.0833743218,251708.408541162,260983.90958639,511,2443,1932,"19.93901481","41.33763054",0,0,10,0,0,10,0,0,80,10,10,0,80,"Clear",1.33217904021012,520
"SM00801","Eponge",-24.90934798,168.358997,"Summit500",-0.0112086161971092,-0.0139124048873782,35.6198692321777,0.424936652183533,27.7109985351562,23.5136108398438,19.5700073242188,1.79237484931946,3.17073965072632,0.0978880971670151,84557.7067473218,250135.449444322,259254.896748527,511,2443,1932,"19.93901481","41.33763054",0,0,10,0,5,10,0,0,75,10,20,0,70,"Clear",1.50708905013929,539
"SM00803","Eponge",-24.93926198,168.358021,"Summit500",-0.0112086161971092,-0.0139124048873782,35.6198692321777,0.421287357807159,27.81201171875,23.5003662109375,19.5539855957031,1.79466998577118,3.17073965072632,0.0979849025607109,85350.0720297124,252595.2210666,262052.021348139,511,2443,1932,"19.93901481","41.33763054",0,0,20,0,10,5,0,0,65,20,15,0,65,"Clear",1.62735021886185,542
"SM00804","Eponge",-24.92569696,168.368186,"Summit500",-0.0112086161971092,-0.0139124048873782,35.6198692321777,0.421287357807159,27.7630004882812,23.5036010742188,19.5509948730469,1.79450285434723,3.17073965072632,0.0979849025607109,85128.7981083779,251979.741356819,261071.881896873,511,2443,1932,"19.93901481","41.33763054",0,0,10,0,0,10,0,0,80,10,10,0,80,"Clear",1.33217904021012,530
"SM00806","Eponge",-24.903643,168.372163,"Summit500",-0.0112086161971092,-0.0139124048873782,35.6198692321777,0.424936652183533,27.6709899902344,23.5168151855469,19.5700073242188,1.79290497303009,3.17073965072632,0.0978880971670151,84586.0411430642,250356.516387531,259118.56040308,511,2443,1932,"19.93901481","41.33763054",0,0,10,0,5,10,0,0,75,10,15,0,75,"Clear",1.47147380455318,552
